Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,207154
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,215960,198379
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,160582,154737
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,109171,99989
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,82311,62385
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,34851,29585
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,26896
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,26551,23521
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,20011
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,20791
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17383,15042
US-Canada Border,03/01/2000 12:00:00 AM,Buses,12044,11049
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2973,2646
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,1064
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,506
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,20813291,18940225
US-Mexico Border,03/01/1999 12:00:00 AM,Personal Vehicles,7693763,7000236
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,5527398
US-Mexico Border,03/01/1999 12:00:00 AM,Pedestrians,4631886,4345732
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699899,2336541
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,522815
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,407355
US-Mexico Border,03/01/1999 12:00:00 AM,Trucks,408162,329207
US-Mexico Border,03/01/1999 12:00:00 AM,Bus Passengers,317374,292085
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234546,205970
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Full,219800,175697
US-Mexico Border,03/01/1999 12:00:00 AM,Truck Containers Empty,179422,146218
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,98564
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,64307
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,26189
US-Mexico Border,03/01/1999 12:00:00 AM,Buses,24582,22125
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,24134,23043
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Empty,18940,15394
US-Mexico Border,03/01/1999 12:00:00 AM,Rail Containers Full,18701,15874
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,14936
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10605,9592
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2891,2764
US-Mexico Border,03/01/1999 12:00:00 AM,Train Passengers,1768,1206
US-Mexico Border,03/01/1999 12:00:00 AM,Trains,521,477
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,19218997,18010865
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicles,7110640,6698749
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,5851574
US-Mexico Border,03/01/1998 12:00:00 AM,Pedestrians,4253971,3786440
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,2770818,2506090
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,489205
US-Mexico Border,03/01/1998 12:00:00 AM,Trucks,353328,314034
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,311171
US-Mexico Border,03/01/1998 12:00:00 AM,Bus Passengers,317780,273515
US-Canada Border,03/01/1998 12:00:00 AM,Bus Passengers,242737,209403
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,192910,149698
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,162994,140062
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,65244
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,48216
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,26680
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Empty,22504,22299
US-Mexico Border,03/01/1998 12:00:00 AM,Buses,22234,20343
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,15535
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Empty,15381,16431
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,13631,11611
US-Canada Border,03/01/1998 12:00:00 AM,Buses,10969,9853
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,3979
US-Mexico Border,03/01/1998 12:00:00 AM,Train Passengers,1038,773
US-Mexico Border,03/01/1998 12:00:00 AM,Trains,453,431
US-Mexico Border,03/01/1997 12:00:00 AM,Personal Vehicle Passengers,18446115,13575850
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicle Passengers,7214768,6037193
US-Mexico Border,03/01/1997 12:00:00 AM,Personal Vehicles,6915435,5102847
US-Mexico Border,03/01/1997 12:00:00 AM,Pedestrians,4427815,3370019
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicles,3033566,2583079
US-Canada Border,03/01/1997 12:00:00 AM,Trucks,482040,468670
US-Mexico Border,03/01/1997 12:00:00 AM,Trucks,291100,295319
US-Canada Border,03/01/1997 12:00:00 AM,Bus Passengers,277805,218438
US-Mexico Border,03/01/1997 12:00:00 AM,Bus Passengers,244898,124456
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Full,101291,89531
US-Mexico Border,03/01/1997 12:00:00 AM,Truck Containers Full,97623,130376
US-Mexico Border,03/01/1997 12:00:00 AM,Truck Containers Empty,79496,121269
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Full,26245,20462
US-Canada Border,03/01/1997 12:00:00 AM,Pedestrians,21462,16952
US-Mexico Border,03/01/1997 12:00:00 AM,Buses,19618,9344
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Empty,17817,18654
US-Canada Border,03/01/1997 12:00:00 AM,Train Passengers,13266,12146
US-Canada Border,03/01/1997 12:00:00 AM,Buses,11625,8895
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Empty,10897,8443
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Empty,8863,13912
US-Mexico Border,03/01/1997 12:00:00 AM,Rail Containers Full,5002,11448
US-Canada Border,03/01/1997 12:00:00 AM,Trains,2781,2528
US-Mexico Border,03/01/1997 12:00:00 AM,Train Passengers,926,898
US-Mexico Border,03/01/1997 12:00:00 AM,Trains,560,771
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,14932646,13800096
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,6945355,6338270
US-Mexico Border,03/01/1996 12:00:00 AM,Personal Vehicles,5565597,5140259
US-Mexico Border,03/01/1996 12:00:00 AM,Pedestrians,3487754,3045985
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicles,2959107,2528720
US-Canada Border,03/01/1996 12:00:00 AM,Trucks,449155,426597
US-Mexico Border,03/01/1996 12:00:00 AM,Trucks,269872,256755
US-Canada Border,03/01/1996 12:00:00 AM,Bus Passengers,209231,181106
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Full,157276,137390
US-Mexico Border,03/01/1996 12:00:00 AM,Bus Passengers,150437,129338
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Full,120968,150504
US-Mexico Border,03/01/1996 12:00:00 AM,Truck Containers Empty,110272,104415
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Full,33182,31202
US-Canada Border,03/01/1996 12:00:00 AM,Pedestrians,20730,20697
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Empty,18363,21525
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Empty,14090,12158
US-Mexico Border,03/01/1996 12:00:00 AM,Rail Containers Full,13666,12045
US-Canada Border,03/01/1996 12:00:00 AM,Train Passengers,12794,12230
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Empty,12587,9855
US-Canada Border,03/01/1996 12:00:00 AM,Buses,10840,9090
US-Mexico Border,03/01/1996 12:00:00 AM,Buses,10711,9130
US-Canada Border,03/01/1996 12:00:00 AM,Trains,2741,2445
US-Mexico Border,03/01/1996 12:00:00 AM,Train Passengers,975,994
US-Mexico Border,03/01/1996 12:00:00 AM,Trains,724,685
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,10295407,11860567
US-Mexico Border,02/01/2019 12:00:00 AM,Personal Vehicles,5656319,6301772
US-Mexico Border,02/01/2019 12:00:00 AM,Pedestrians,3416106,3894421
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,2777212,2928980
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicles,1534560,1645776
US-Mexico Border,02/01/2019 12:00:00 AM,Trucks,512524,544903
US-Canada Border,02/01/2019 12:00:00 AM,Trucks,429813,467770
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Full,375688,395495
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Full,323630,354429
US-Mexico Border,02/01/2019 12:00:00 AM,Truck Containers Empty,142612,155782
US-Mexico Border,02/01/2019 12:00:00 AM,Bus Passengers,125669,195869
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Full,123643,155660
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Empty,115624,124042
US-Canada Border,02/01/2019 12:00:00 AM,Bus Passengers,75740,74112
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Empty,46374,50411
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Empty,44492,57862
US-Mexico Border,02/01/2019 12:00:00 AM,Rail Containers Full,37029,32440
US-Canada Border,02/01/2019 12:00:00 AM,Pedestrians,12009,14412
US-Mexico Border,02/01/2019 12:00:00 AM,Buses,11467,13137
US-Canada Border,02/01/2019 12:00:00 AM,Train Passengers,9277,12902
US-Canada Border,02/01/2019 12:00:00 AM,Buses,3770,3903
US-Canada Border,02/01/2019 12:00:00 AM,Trains,1607,2033
US-Mexico Border,02/01/2019 12:00:00 AM,Trains,931,994
US-Mexico Border,02/01/2019 12:00:00 AM,Train Passengers,816,847
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,12138597
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,6406861
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,3731985
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,3129055
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,1749770
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,517144
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,475119
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,358320
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,350657
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,147156
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,155604
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,134554
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,158723
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,77412
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,58613
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,45826
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,36140
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,12571
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,13411
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,10821
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,4256
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,1890
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,899
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,823
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,10320154,11736798
US-Mexico Border,02/01/2017 12:00:00 AM,Personal Vehicles,5699768,6286179
US-Mexico Border,02/01/2017 12:00:00 AM,Pedestrians,3155207,3424417
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,2878409,3117590
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicles,1664326,1758783
US-Mexico Border,02/01/2017 12:00:00 AM,Trucks,469120,482882
US-Canada Border,02/01/2017 12:00:00 AM,Trucks,453800,483159
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Full,329258,330370
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Full,325352,350234
US-Mexico Border,02/01/2017 12:00:00 AM,Truck Containers Empty,142165,154588
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Empty,137539,142520
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Full,133782,141892
US-Mexico Border,02/01/2017 12:00:00 AM,Bus Passengers,106487,148050
US-Canada Border,02/01/2017 12:00:00 AM,Bus Passengers,88227,84754
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Empty,57223,56173
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Empty,39107,43544
US-Mexico Border,02/01/2017 12:00:00 AM,Rail Containers Full,38475,35480
US-Canada Border,02/01/2017 12:00:00 AM,Pedestrians,12616,13537
US-Mexico Border,02/01/2017 12:00:00 AM,Buses,12026,14191
US-Canada Border,02/01/2017 12:00:00 AM,Train Passengers,10640,13783
US-Canada Border,02/01/2017 12:00:00 AM,Buses,4592,4520
US-Canada Border,02/01/2017 12:00:00 AM,Trains,1744,1822
US-Mexico Border,02/01/2017 12:00:00 AM,Trains,840,900
US-Mexico Border,02/01/2017 12:00:00 AM,Train Passengers,821,744
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,10714957,11736173
US-Mexico Border,02/01/2016 12:00:00 AM,Personal Vehicles,5926084,6231676
US-Mexico Border,02/01/2016 12:00:00 AM,Pedestrians,3361237,3338428
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,2814649,3102963
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicles,1664473,1827800
US-Canada Border,02/01/2016 12:00:00 AM,Trucks,476753,470264
US-Mexico Border,02/01/2016 12:00:00 AM,Trucks,468416,443705
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Full,401214,401162
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Full,330901,314384
US-Mexico Border,02/01/2016 12:00:00 AM,Bus Passengers,149311,223408
US-Mexico Border,02/01/2016 12:00:00 AM,Truck Containers Empty,133565,126130
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Full,131342,135861
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Empty,100057,100769
US-Canada Border,02/01/2016 12:00:00 AM,Bus Passengers,97397,91758
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Empty,50203,50548
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Full,41405,38817
US-Mexico Border,02/01/2016 12:00:00 AM,Rail Containers Empty,37174,38783
US-Mexico Border,02/01/2016 12:00:00 AM,Buses,13636,16282
US-Canada Border,02/01/2016 12:00:00 AM,Pedestrians,12084,14403
US-Canada Border,02/01/2016 12:00:00 AM,Train Passengers,11837,12535
US-Canada Border,02/01/2016 12:00:00 AM,Buses,5156,5163
US-Canada Border,02/01/2016 12:00:00 AM,Trains,2320,2439
US-Mexico Border,02/01/2016 12:00:00 AM,Train Passengers,916,918
US-Mexico Border,02/01/2016 12:00:00 AM,Trains,831,836
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,10020758,11321835
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicles,5609958,6047800
US-Mexico Border,02/01/2015 12:00:00 AM,Pedestrians,3207302,3332979
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,3094499,3428424
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicles,1804273,1975492
US-Canada Border,02/01/2015 12:00:00 AM,Trucks,440692,464683
US-Mexico Border,02/01/2015 12:00:00 AM,Trucks,434241,447705
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Full,314743,347664
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Full,308734,314075
US-Mexico Border,02/01/2015 12:00:00 AM,Bus Passengers,158251,226333
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Empty,123725,129992
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Full,122992,139650
US-Canada Border,02/01/2015 12:00:00 AM,Bus Passengers,106349,102091
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Empty,101442,117134
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Empty,57483,64146
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Full,36563,33537
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Empty,35111,36566
US-Mexico Border,02/01/2015 12:00:00 AM,Buses,13742,16124
US-Canada Border,02/01/2015 12:00:00 AM,Train Passengers,11916,12610
US-Canada Border,02/01/2015 12:00:00 AM,Pedestrians,11390,11677
US-Canada Border,02/01/2015 12:00:00 AM,Buses,6131,5549
US-Canada Border,02/01/2015 12:00:00 AM,Trains,2354,2687
US-Mexico Border,02/01/2015 12:00:00 AM,Train Passengers,786,767
US-Mexico Border,02/01/2015 12:00:00 AM,Trains,778,774
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,9302310,10445970
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicles,5122080,5620062
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,3514880,3725920
US-Mexico Border,02/01/2014 12:00:00 AM,Pedestrians,3227472,3578512
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicles,1946939,2105364
US-Canada Border,02/01/2014 12:00:00 AM,Trucks,444749,459050
US-Mexico Border,02/01/2014 12:00:00 AM,Trucks,422277,443209
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Full,332464,340521
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,302225,307934
US-Mexico Border,02/01/2014 12:00:00 AM,Bus Passengers,161349,230588
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Empty,122777,136366
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Full,117762,123695
US-Canada Border,02/01/2014 12:00:00 AM,Bus Passengers,111190,110227
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Empty,108834,114561
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Empty,52968,59394
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Full,36238,31842
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Empty,32305,33695
US-Mexico Border,02/01/2014 12:00:00 AM,Buses,14414,16793
US-Canada Border,02/01/2014 12:00:00 AM,Pedestrians,11364,12681
US-Canada Border,02/01/2014 12:00:00 AM,Train Passengers,11266,12983
US-Canada Border,02/01/2014 12:00:00 AM,Buses,5919,6299
US-Canada Border,02/01/2014 12:00:00 AM,Trains,2103,2356
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,720,751
US-Mexico Border,02/01/2014 12:00:00 AM,Train Passengers,703,855
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,8767637,9764596
US-Mexico Border,02/01/2013 12:00:00 AM,Personal Vehicles,4958117,5359114
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,3836360,3906127
US-Mexico Border,02/01/2013 12:00:00 AM,Pedestrians,3249782,3362923
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicles,2146613,2231300
US-Canada Border,02/01/2013 12:00:00 AM,Trucks,437245,468575
US-Mexico Border,02/01/2013 12:00:00 AM,Trucks,408669,428107
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Full,315990,339226
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Full,283766,291529
US-Mexico Border,02/01/2013 12:00:00 AM,Bus Passengers,188305,254128
US-Mexico Border,02/01/2013 12:00:00 AM,Truck Containers Empty,123374,135411
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Full,118728,128609
US-Canada Border,02/01/2013 12:00:00 AM,Bus Passengers,116814,110459
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Empty,110879,120508
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Empty,54584,55308
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Full,33885,29064
US-Mexico Border,02/01/2013 12:00:00 AM,Rail Containers Empty,29815,30884
US-Mexico Border,02/01/2013 12:00:00 AM,Buses,15579,17896
US-Canada Border,02/01/2013 12:00:00 AM,Pedestrians,11124,13201
US-Canada Border,02/01/2013 12:00:00 AM,Train Passengers,10598,11562
US-Canada Border,02/01/2013 12:00:00 AM,Buses,5814,6016
US-Canada Border,02/01/2013 12:00:00 AM,Trains,2113,2319
